Mod:Item:MetaData, Localized Name
tconstruct:tough_binding:0, Starmetal Tough Binding
tconstruct:tough_binding:0, Crystal Matrix Tough Binding
tconstruct:tough_binding:0, Neutronium Tough Binding
tconstruct:tough_binding:0, Infinity Tough Binding
tconstruct:tough_binding:0, Bound Tough Binding
tconstruct:tough_binding:0, Sentient Tough Binding
tconstruct:tough_binding:0, Livingrock Tough Binding
tconstruct:tough_binding:0, Livingwood Tough Binding
tconstruct:tough_binding:0, Dreamwood Tough Binding
tconstruct:tough_binding:0, Manasteel Tough Binding
tconstruct:tough_binding:0, Terrasteel Tough Binding
tconstruct:tough_binding:0, Elementium Tough Binding
tconstruct:tough_binding:0, Draconium Tough Binding
tconstruct:tough_binding:0, Wyvern Tough Binding
tconstruct:tough_binding:0, Draconic Tough Binding
tconstruct:tough_binding:0, Chaotic Tough Binding
tconstruct:tough_binding:0, Litherite Tough Binding
tconstruct:tough_binding:0, Erodium Tough Binding
tconstruct:tough_binding:0, Kyronite Tough Binding
tconstruct:tough_binding:0, Pladium Tough Binding
tconstruct:tough_binding:0, Ionite Tough Binding
tconstruct:tough_binding:0, Aethium Tough Binding
tconstruct:tough_binding:0, Lonsdaleite Tough Binding
tconstruct:tough_binding:0, Mica Tough Binding
tconstruct:tough_binding:0, Apatite Tough Binding
tconstruct:tough_binding:0, Essence-Infused Tough Binding
tconstruct:tough_binding:0, Meaty Tough Binding
tconstruct:tough_binding:0, Slime Tough Binding
tconstruct:tough_binding:0, Pink Metal Tough Binding
tconstruct:tough_binding:0, Rubber Tough Binding
tconstruct:tough_binding:0, Advanced Alloy Tough Binding
tconstruct:tough_binding:0, Energium Tough Binding
tconstruct:tough_binding:0, Carbon Fiber Tough Binding
tconstruct:tough_binding:0, Iridium Tough Binding
tconstruct:tough_binding:0, UU-Metal Tough Binding
tconstruct:tough_binding:0, Osmium Tough Binding
tconstruct:tough_binding:0, Refined Obsidian Tough Binding
tconstruct:tough_binding:0, Refined Glowstone Tough Binding
tconstruct:tough_binding:0, HDPE Tough Binding
tconstruct:tough_binding:0, Ghostwood Tough Binding
tconstruct:tough_binding:0, Bloodwood Tough Binding
tconstruct:tough_binding:0, Darkwood Tough Binding
tconstruct:tough_binding:0, Fusewood Tough Binding
tconstruct:tough_binding:0, Dark Matter Tough Binding
tconstruct:tough_binding:0, Red Matter Tough Binding
tconstruct:tough_binding:0, Fluxed Electrum Tough Binding
tconstruct:tough_binding:0, Flux Crystal Tough Binding
tconstruct:tough_binding:0, Gelid Enderium Tough Binding
tconstruct:tough_binding:0, Gelid Gem Tough Binding
tconstruct:tough_binding:0, Thaumium Tough Binding
tconstruct:tough_binding:0, Void Metal Tough Binding
tconstruct:tough_binding:0, Primal Metal Tough Binding
tconstruct:tough_binding:0, Tin Tough Binding
tconstruct:tough_binding:0, Aluminium Tough Binding
tconstruct:tough_binding:0, Nickel Tough Binding
tconstruct:tough_binding:0, Platinum Tough Binding
tconstruct:tough_binding:0, Invar Tough Binding
tconstruct:tough_binding:0, Constantan Tough Binding
tconstruct:tough_binding:0, Lumium Tough Binding
tconstruct:tough_binding:0, Enderium Tough Binding
tconstruct:tough_binding:0, Electrical Tough Binding
tconstruct:tough_binding:0, Energetic Tough Binding
tconstruct:tough_binding:0, Vibrant Tough Binding
tconstruct:tough_binding:0, Red Tough Binding
tconstruct:tough_binding:0, Conductive Tough Binding
tconstruct:tough_binding:0, Pulsating Tough Binding
tconstruct:tough_binding:0, Dark Tough Binding
tconstruct:tough_binding:0, Souled Tough Binding
tconstruct:tough_binding:0, Tough Binding of the End
tconstruct:tough_binding:0, Fake-Iron Tough Binding
tconstruct:tough_binding:0, Steeleaf Tough Binding
tconstruct:tough_binding:0, Fiery Tough Binding
tconstruct:tough_binding:0, Knightly Tough Binding
tconstruct:tough_binding:0, Wooden Tough Binding
tconstruct:tough_binding:0, Stone Tough Binding
tconstruct:tough_binding:0, Flint Tough Binding
tconstruct:tough_binding:0, Cactus Tough Binding
tconstruct:tough_binding:0, Bone Tough Binding
tconstruct:tough_binding:0, Obsidian Tough Binding
tconstruct:tough_binding:0, Prismarine Tough Binding
tconstruct:tough_binding:0, End Tough Binding
tconstruct:tough_binding:0, Paper Tough Binding
tconstruct:tough_binding:0, Sponge Tough Binding
tconstruct:tough_binding:0, Firewood Tough Binding
tconstruct:tough_binding:0, Iron Tough Binding
tconstruct:tough_binding:0, Pig Iron Tough Binding
tconstruct:tough_binding:0, Knightslime Tough Binding
tconstruct:tough_binding:0, Slime Tough Binding
tconstruct:tough_binding:0, Slime Tough Binding
tconstruct:tough_binding:0, Magma Slime Tough Binding
tconstruct:tough_binding:0, Netherrack Tough Binding
tconstruct:tough_binding:0, Cobalt Tough Binding
tconstruct:tough_binding:0, Ardite Tough Binding
tconstruct:tough_binding:0, Manyullyn Tough Binding
tconstruct:tough_binding:0, Copper Tough Binding
tconstruct:tough_binding:0, Bronze Tough Binding
tconstruct:tough_binding:0, Lead Tough Binding
tconstruct:tough_binding:0, Silver Tough Binding
tconstruct:tough_binding:0, Electrum Tough Binding
tconstruct:tough_binding:0, Steel Tough Binding
tconstruct:tough_binding:0, Ferramic Tough Binding
tconstruct:tough_binding:0, Angelic Tough Binding
tconstruct:tough_binding:0, Duraluminum Tough Binding
tconstruct:tough_binding:0, Watertight Steel Tough Binding
tconstruct:tough_binding:0, High Heat Resistant Tough Binding
tconstruct:tough_binding:0, Erosion Resistant Tough Binding
tconstruct:tough_binding:0, Mushroomite Tough Binding
tconstruct:tough_binding:0, Electric Manyullyn Tough Binding
tconstruct:tough_binding:0, Honey Tough Binding
tconstruct:tough_binding:0, Elastic Fiber Tough Binding
tconstruct:tough_binding:0, Petrified Wood Tough Binding
tconstruct:tough_binding:0, Khnumite Tough Binding
tconstruct:tough_binding:0, Relic Tough Binding
tconstruct:tough_binding:0, Uranium Tough Binding
tconstruct:tough_binding:0, Glass Tough Binding
tconstruct:tough_binding:0, Soapy Tough Binding
tconstruct:tough_binding:0, Coppra Crystal Tough Binding
tconstruct:tough_binding:0, Nittin Crystal Tough Binding
tconstruct:tough_binding:0, Goold Crystal Tough Binding
tconstruct:tough_binding:0, Osgloridium Tough Binding
tconstruct:tough_binding:0, Arkenium Tough Binding
tconstruct:tough_binding:0, Black Bronze Tough Binding
tconstruct:tough_binding:0, Blood Infused Glitch Tough Binding
tconstruct:tough_binding:0, Magical Wooden Tough Binding
tconstruct:tough_binding:0, Evil Infused Tough Binding
tconstruct:tough_binding:0, Enchanted Tough Binding
tconstruct:tough_binding:0, Demonic Tough Binding
tconstruct:tough_binding:0, Molten Meat Tough Binding
tconstruct:tough_binding:0, Vespa Carapace Tough Binding
tconstruct:tough_binding:0, Scythe Claw Tough Binding
tconstruct:tough_binding:0, Ectoplasm Tough Binding
tconstruct:tough_binding:0, Treated Wood Tough Binding
tconstruct:tough_binding:0, Prosperity Shard Tough Binding
tconstruct:tough_binding:0, Soulium Tough Binding
tconstruct:tough_binding:0, Base Essence Tough Binding
tconstruct:tough_binding:0, Inferium Tough Binding
tconstruct:tough_binding:0, Prudentium Tough Binding
tconstruct:tough_binding:0, Intermedium Tough Binding
tconstruct:tough_binding:0, Superium Tough Binding
tconstruct:tough_binding:0, Supremium Tough Binding
tconstruct:tough_binding:0, Tiberium Tough Binding
tconstruct:tough_binding:0, Aurorium Tough Binding
tconstruct:tough_binding:0, Prometheum Tough Binding
tconstruct:tough_binding:0, Duranite Tough Binding
tconstruct:tough_binding:0, Valyrium Tough Binding
tconstruct:tough_binding:0, Vibranium Tough Binding
tconstruct:tough_binding:0, Terrax Tough Binding
tconstruct:tough_binding:0, Palladium Tough Binding
tconstruct:tough_binding:0, Uru Tough Binding
tconstruct:tough_binding:0, Eezo Tough Binding
tconstruct:tough_binding:0, Basalt Tough Binding
tconstruct:tough_binding:0, Triberium Tough Binding
tconstruct:tough_binding:0, Fractum Tough Binding
tconstruct:tough_binding:0, Violium Tough Binding
tconstruct:tough_binding:0, Proxii Tough Binding
tconstruct:tough_binding:0, Tritonite Tough Binding
tconstruct:tough_binding:0, Ignitz Tough Binding
tconstruct:tough_binding:0, Imperomite Tough Binding
tconstruct:tough_binding:0, Solarium Tough Binding
tconstruct:tough_binding:0, Nihilite Tough Binding
tconstruct:tough_binding:0, Adamant Tough Binding
tconstruct:tough_binding:0, Dyonite Tough Binding
tconstruct:tough_binding:0, Nucleum Tough Binding
tconstruct:tough_binding:0, Lumix Tough Binding
tconstruct:tough_binding:0, Seismum Tough Binding
tconstruct:tough_binding:0, Astrium Tough Binding
tconstruct:tough_binding:0, Niob Tough Binding
tconstruct:tough_binding:0, Yrdeen Tough Binding
tconstruct:tough_binding:0, Meteorite Tough Binding
tconstruct:tough_binding:0, Obsidiorite Tough Binding
tconstruct:tough_binding:0, Mithril Tough Binding
tconstruct:tough_binding:0, Signalum Tough Binding
tconstruct:tough_binding:0, Brass Tough Binding
tconstruct:tough_binding:0, Zinc Tough Binding
tconstruct:tough_binding:0, Gaia Spirit Tough Binding
tconstruct:tough_binding:0, Yellorium Tough Binding
tconstruct:tough_binding:0, Cyanite Tough Binding
tconstruct:tough_binding:0, Blutonium Tough Binding
tconstruct:tough_binding:0, Ludicrite Tough Binding
tconstruct:tough_binding:0, Quartz Enriched Iron Tough Binding
tconstruct:tough_binding:0, Wyvern Draconium Tough Binding
tconstruct:tough_binding:0, Awakened Draconium Tough Binding
tconstruct:tough_binding:0, Chaotic Draconium Tough Binding
tconstruct:tough_binding:0, Ebony Psimetal Tough Binding
tconstruct:tough_binding:0, Fluxed Electrum Tough Binding
tconstruct:tough_binding:0, Tungsten Tough Binding
tconstruct:tough_binding:0, Titanium Tough Binding
tconstruct:tough_binding:0, Advanced Alloy Tough Binding
tconstruct:tough_binding:0, Ruby Tough Binding
tconstruct:tough_binding:0, Sapphire Tough Binding
tconstruct:tough_binding:0, Peridot Tough Binding
tconstruct:tough_binding:0, Certus Quartz Tough Binding
tconstruct:tough_binding:0, Alumite Tough Binding
tconstruct:tough_binding:0, Jade Tough Binding
tconstruct:tough_binding:0, Malachite Tough Binding
tconstruct:tough_binding:0, Topaz Tough Binding
tconstruct:tough_binding:0, Tanzanite Tough Binding
tconstruct:tough_binding:0, Amethyst Tough Binding
tconstruct:tough_binding:0, Osgloglas Tough Binding
tconstruct:tough_binding:0, Osmiridium Tough Binding
tconstruct:tough_binding:0, Signalum Tough Binding
tconstruct:tough_binding:0, Zracohlium Tough Binding
tconstruct:tough_binding:0, Fusionite Tough Binding
tconstruct:tough_binding:0, Valasium Tough Binding
tconstruct:tough_binding:0, Void Spar Tough Binding
tconstruct:tough_binding:0, Enderal Tough Binding
tconstruct:tough_binding:0, Irradium Tough Binding
tconstruct:tough_binding:0, Solsteel Tough Binding
tconstruct:tough_binding:0, Gallium Tough Binding
tconstruct:tough_binding:0, Enderexamite Tough Binding
tconstruct:tough_binding:0, Garstone Tough Binding
tconstruct:tough_binding:0, Runesteel Tough Binding
tconstruct:tough_binding:0, Gravitonium Tough Binding
tconstruct:tough_binding:0, Trichromadentium Tough Binding
tconstruct:tough_binding:0, Bloodstone Tough Binding
tconstruct:tough_binding:0, Echostone Tough Binding
tconstruct:tough_binding:0, Igniglomerate Tough Binding
tconstruct:tough_binding:0, Atronium Tough Binding
tconstruct:tough_binding:0, Ebonite Tough Binding
tconstruct:tough_binding:0, Erythynite Tough Binding
tconstruct:tough_binding:0, Shadowglass Tough Binding
tconstruct:tough_binding:0, Etherstone Tough Binding
tconstruct:tough_binding:0, Electarite Tough Binding
tconstruct:tough_binding:0, Hallowsite Tough Binding
tconstruct:tough_binding:0, Blightsteel Tough Binding
tconstruct:tough_binding:0, Sanguiseelium Tough Binding
tconstruct:tough_binding:0, Ioximite Tough Binding
tconstruct:tough_binding:0, Nahuatl Tough Binding
tconstruct:tough_binding:0, Slimewood Tough Binding
tconstruct:tough_binding:0, Seared Stone Tough Binding
tconstruct:tough_binding:0, Ironwood Tough Binding
tconstruct:tough_binding:0, Penguinite Tough Binding
tconstruct:tough_binding:0, Ferroherb Tough Binding
tconstruct:tough_binding:0, Skyroot Tough Binding
tconstruct:tough_binding:0, Holystone Tough Binding
tconstruct:tough_binding:0, Zanite Tough Binding
tconstruct:tough_binding:0, Gravitite Tough Binding
tconstruct:tough_binding:0, Valkyrie Metal Tough Binding
tconstruct:tough_binding:0, Amberwood Tough Binding
tconstruct:tough_binding:0, Skyroot Tough Binding
tconstruct:tough_binding:0, Holystone Tough Binding
tconstruct:tough_binding:0, Zanite Tough Binding
tconstruct:tough_binding:0, Gravitite Tough Binding
tconstruct:tough_binding:0, Golden Amber Tough Binding
tconstruct:tough_binding:0, Valkyrie Tough Binding
tconstruct:tough_binding:0, Swet Tough Binding
tconstruct:tough_binding:0, Candy Cane Tough Binding
tconstruct:tough_binding:0, Cold Aercloud Tough Binding
tconstruct:tough_binding:0, Blue Aercloud Tough Binding
tconstruct:tough_binding:0, Golden Aercloud Tough Binding
tconstruct:tough_binding:0, Icestone Tough Binding
tconstruct:tough_binding:0, Blood Bronze Tough Binding
tconstruct:tough_binding:0, Mirion Tough Binding
tconstruct:tough_binding:0, Emerald Tough Binding
tconstruct:wide_guard:0, Black Quartz Wide Guard
tconstruct:wide_guard:0, Restonia Crystal Wide Guard
tconstruct:wide_guard:0, Palis Crystal Wide Guard
tconstruct:wide_guard:0, Diamatine Crystal Wide Guard
tconstruct:wide_guard:0, Void Crystal Wide Guard
tconstruct:wide_guard:0, Emeradic Crystal Wide Guard
tconstruct:wide_guard:0, Enori Crystal Wide Guard
tconstruct:wide_guard:0, Sunnarium Wide Guard
tconstruct:wide_guard:0, Sky Stone Wide Guard
tconstruct:wide_guard:0, Certus Quartz Wide Guard
tconstruct:wide_guard:0, Fluix Wide Guard
tconstruct:wide_guard:0, Fluix Steel Wide Guard
tconstruct:wide_guard:0, Aquamarine Wide Guard
tconstruct:wide_guard:0, Starmetal Wide Guard
tconstruct:wide_guard:0, Crystal Matrix Wide Guard
tconstruct:wide_guard:0, Neutronium Wide Guard
tconstruct:wide_guard:0, Infinity Wide Guard
tconstruct:wide_guard:0, Bound Wide Guard
tconstruct:wide_guard:0, Sentient Wide Guard
tconstruct:wide_guard:0, Livingrock Wide Guard
tconstruct:wide_guard:0, Livingwood Wide Guard
tconstruct:wide_guard:0, Dreamwood Wide Guard
tconstruct:wide_guard:0, Manasteel Wide Guard
tconstruct:wide_guard:0, Terrasteel Wide Guard
tconstruct:wide_guard:0, Elementium Wide Guard
tconstruct:wide_guard:0, Draconium Wide Guard
tconstruct:wide_guard:0, Wyvern Wide Guard
tconstruct:wide_guard:0, Draconic Wide Guard
tconstruct:wide_guard:0, Chaotic Wide Guard
tconstruct:wide_guard:0, Litherite Wide Guard
tconstruct:wide_guard:0, Erodium Wide Guard
tconstruct:wide_guard:0, Kyronite Wide Guard
tconstruct:wide_guard:0, Pladium Wide Guard
tconstruct:wide_guard:0, Ionite Wide Guard
tconstruct:wide_guard:0, Aethium Wide Guard
tconstruct:wide_guard:0, Lonsdaleite Wide Guard
tconstruct:wide_guard:0, Mica Wide Guard
tconstruct:wide_guard:0, Apatite Wide Guard
tconstruct:wide_guard:0, Essence-Infused Wide Guard
tconstruct:wide_guard:0, Meaty Wide Guard
tconstruct:wide_guard:0, Slime Wide Guard
tconstruct:wide_guard:0, Pink Metal Wide Guard
tconstruct:wide_guard:0, Rubber Wide Guard
tconstruct:wide_guard:0, Advanced Alloy Wide Guard
tconstruct:wide_guard:0, Energium Wide Guard
tconstruct:wide_guard:0, Carbon Fiber Wide Guard
tconstruct:wide_guard:0, Iridium Wide Guard
tconstruct:wide_guard:0, UU-Metal Wide Guard
tconstruct:wide_guard:0, Osmium Wide Guard
tconstruct:wide_guard:0, Refined Obsidian Wide Guard
tconstruct:wide_guard:0, Refined Glowstone Wide Guard
tconstruct:wide_guard:0, HDPE Wide Guard
tconstruct:wide_guard:0, Ghostwood Wide Guard
tconstruct:wide_guard:0, Bloodwood Wide Guard
tconstruct:wide_guard:0, Darkwood Wide Guard
tconstruct:wide_guard:0, Fusewood Wide Guard
tconstruct:wide_guard:0, Dark Matter Wide Guard
tconstruct:wide_guard:0, Red Matter Wide Guard
tconstruct:wide_guard:0, Fluxed Electrum Wide Guard
tconstruct:wide_guard:0, Flux Crystal Wide Guard
tconstruct:wide_guard:0, Gelid Enderium Wide Guard
tconstruct:wide_guard:0, Gelid Gem Wide Guard
tconstruct:wide_guard:0, Thaumium Wide Guard
tconstruct:wide_guard:0, Void Metal Wide Guard
tconstruct:wide_guard:0, Primal Metal Wide Guard
tconstruct:wide_guard:0, Tin Wide Guard
tconstruct:wide_guard:0, Aluminium Wide Guard
tconstruct:wide_guard:0, Nickel Wide Guard
tconstruct:wide_guard:0, Platinum Wide Guard
tconstruct:wide_guard:0, Invar Wide Guard
tconstruct:wide_guard:0, Constantan Wide Guard
tconstruct:wide_guard:0, Lumium Wide Guard
tconstruct:wide_guard:0, Enderium Wide Guard
tconstruct:wide_guard:0, Electrical Wide Guard
tconstruct:wide_guard:0, Energetic Wide Guard
tconstruct:wide_guard:0, Vibrant Wide Guard
tconstruct:wide_guard:0, Red Wide Guard
tconstruct:wide_guard:0, Conductive Wide Guard
tconstruct:wide_guard:0, Pulsating Wide Guard
tconstruct:wide_guard:0, Dark Wide Guard
tconstruct:wide_guard:0, Souled Wide Guard
tconstruct:wide_guard:0, Wide Guard of the End
tconstruct:wide_guard:0, Fake-Iron Wide Guard
tconstruct:wide_guard:0, Steeleaf Wide Guard
tconstruct:wide_guard:0, Fiery Wide Guard
tconstruct:wide_guard:0, Knightly Wide Guard
tconstruct:wide_guard:0, Wooden Wide Guard
tconstruct:wide_guard:0, Stone Wide Guard
tconstruct:wide_guard:0, Flint Wide Guard
tconstruct:wide_guard:0, Cactus Wide Guard
tconstruct:wide_guard:0, Bone Wide Guard
tconstruct:wide_guard:0, Obsidian Wide Guard
tconstruct:wide_guard:0, Prismarine Wide Guard
tconstruct:wide_guard:0, End Wide Guard
tconstruct:wide_guard:0, Paper Wide Guard
tconstruct:wide_guard:0, Sponge Wide Guard
tconstruct:wide_guard:0, Firewood Wide Guard
tconstruct:wide_guard:0, Iron Wide Guard
tconstruct:wide_guard:0, Pig Iron Wide Guard
tconstruct:wide_guard:0, Knightslime Wide Guard
tconstruct:wide_guard:0, Slime Wide Guard
tconstruct:wide_guard:0, Slime Wide Guard
tconstruct:wide_guard:0, Magma Slime Wide Guard
tconstruct:wide_guard:0, Netherrack Wide Guard
tconstruct:wide_guard:0, Cobalt Wide Guard
tconstruct:wide_guard:0, Ardite Wide Guard
tconstruct:wide_guard:0, Manyullyn Wide Guard
tconstruct:wide_guard:0, Copper Wide Guard
tconstruct:wide_guard:0, Bronze Wide Guard
tconstruct:wide_guard:0, Lead Wide Guard
tconstruct:wide_guard:0, Silver Wide Guard
tconstruct:wide_guard:0, Electrum Wide Guard
tconstruct:wide_guard:0, Steel Wide Guard
tconstruct:wide_guard:0, Ferramic Wide Guard
tconstruct:wide_guard:0, Angelic Wide Guard
tconstruct:wide_guard:0, Duraluminum Wide Guard
tconstruct:wide_guard:0, Watertight Steel Wide Guard
tconstruct:wide_guard:0, High Heat Resistant Wide Guard
tconstruct:wide_guard:0, Erosion Resistant Wide Guard
tconstruct:wide_guard:0, Mushroomite Wide Guard
tconstruct:wide_guard:0, Electric Manyullyn Wide Guard
tconstruct:wide_guard:0, Honey Wide Guard
tconstruct:wide_guard:0, Elastic Fiber Wide Guard
tconstruct:wide_guard:0, Petrified Wood Wide Guard
tconstruct:wide_guard:0, Khnumite Wide Guard
tconstruct:wide_guard:0, Relic Wide Guard
tconstruct:wide_guard:0, Uranium Wide Guard
tconstruct:wide_guard:0, Glass Wide Guard
tconstruct:wide_guard:0, Soapy Wide Guard
tconstruct:wide_guard:0, Coppra Crystal Wide Guard
tconstruct:wide_guard:0, Nittin Crystal Wide Guard
tconstruct:wide_guard:0, Goold Crystal Wide Guard
tconstruct:wide_guard:0, Osgloridium Wide Guard
tconstruct:wide_guard:0, Arkenium Wide Guard
tconstruct:wide_guard:0, Black Bronze Wide Guard
tconstruct:wide_guard:0, Blood Infused Glitch Wide Guard
tconstruct:wide_guard:0, Magical Wooden Wide Guard
tconstruct:wide_guard:0, Evil Infused Wide Guard
tconstruct:wide_guard:0, Enchanted Wide Guard
tconstruct:wide_guard:0, Demonic Wide Guard
tconstruct:wide_guard:0, Molten Meat Wide Guard
tconstruct:wide_guard:0, Vespa Carapace Wide Guard
tconstruct:wide_guard:0, Scythe Claw Wide Guard
tconstruct:wide_guard:0, Ectoplasm Wide Guard
tconstruct:wide_guard:0, Treated Wood Wide Guard
tconstruct:wide_guard:0, Prosperity Shard Wide Guard
tconstruct:wide_guard:0, Soulium Wide Guard
tconstruct:wide_guard:0, Base Essence Wide Guard
tconstruct:wide_guard:0, Inferium Wide Guard
tconstruct:wide_guard:0, Prudentium Wide Guard
tconstruct:wide_guard:0, Intermedium Wide Guard
tconstruct:wide_guard:0, Superium Wide Guard
tconstruct:wide_guard:0, Supremium Wide Guard
tconstruct:wide_guard:0, Tiberium Wide Guard
tconstruct:wide_guard:0, Aurorium Wide Guard
tconstruct:wide_guard:0, Prometheum Wide Guard
tconstruct:wide_guard:0, Duranite Wide Guard
tconstruct:wide_guard:0, Valyrium Wide Guard
tconstruct:wide_guard:0, Vibranium Wide Guard
tconstruct:wide_guard:0, Terrax Wide Guard
tconstruct:wide_guard:0, Palladium Wide Guard
tconstruct:wide_guard:0, Uru Wide Guard
tconstruct:wide_guard:0, Eezo Wide Guard
tconstruct:wide_guard:0, Basalt Wide Guard
tconstruct:wide_guard:0, Triberium Wide Guard
tconstruct:wide_guard:0, Fractum Wide Guard
tconstruct:wide_guard:0, Violium Wide Guard
tconstruct:wide_guard:0, Proxii Wide Guard
tconstruct:wide_guard:0, Tritonite Wide Guard
tconstruct:wide_guard:0, Ignitz Wide Guard
tconstruct:wide_guard:0, Imperomite Wide Guard
tconstruct:wide_guard:0, Solarium Wide Guard
tconstruct:wide_guard:0, Nihilite Wide Guard
tconstruct:wide_guard:0, Adamant Wide Guard
tconstruct:wide_guard:0, Dyonite Wide Guard
tconstruct:wide_guard:0, Nucleum Wide Guard
tconstruct:wide_guard:0, Lumix Wide Guard
tconstruct:wide_guard:0, Seismum Wide Guard
tconstruct:wide_guard:0, Astrium Wide Guard
tconstruct:wide_guard:0, Niob Wide Guard
tconstruct:wide_guard:0, Yrdeen Wide Guard
tconstruct:wide_guard:0, Meteorite Wide Guard
tconstruct:wide_guard:0, Obsidiorite Wide Guard
tconstruct:wide_guard:0, Mithril Wide Guard
tconstruct:wide_guard:0, Signalum Wide Guard
tconstruct:wide_guard:0, Brass Wide Guard
tconstruct:wide_guard:0, Zinc Wide Guard
tconstruct:wide_guard:0, Gaia Spirit Wide Guard
tconstruct:wide_guard:0, Yellorium Wide Guard
tconstruct:wide_guard:0, Cyanite Wide Guard
tconstruct:wide_guard:0, Blutonium Wide Guard
tconstruct:wide_guard:0, Ludicrite Wide Guard
tconstruct:wide_guard:0, Quartz Enriched Iron Wide Guard
tconstruct:wide_guard:0, Wyvern Draconium Wide Guard
tconstruct:wide_guard:0, Awakened Draconium Wide Guard
tconstruct:wide_guard:0, Chaotic Draconium Wide Guard
tconstruct:wide_guard:0, Ebony Psimetal Wide Guard
tconstruct:wide_guard:0, Fluxed Electrum Wide Guard
tconstruct:wide_guard:0, Tungsten Wide Guard
tconstruct:wide_guard:0, Titanium Wide Guard
tconstruct:wide_guard:0, Advanced Alloy Wide Guard
tconstruct:wide_guard:0, Ruby Wide Guard
tconstruct:wide_guard:0, Sapphire Wide Guard
tconstruct:wide_guard:0, Peridot Wide Guard
tconstruct:wide_guard:0, Certus Quartz Wide Guard
tconstruct:wide_guard:0, Alumite Wide Guard
tconstruct:wide_guard:0, Jade Wide Guard
tconstruct:wide_guard:0, Malachite Wide Guard
tconstruct:wide_guard:0, Topaz Wide Guard
tconstruct:wide_guard:0, Tanzanite Wide Guard
tconstruct:wide_guard:0, Amethyst Wide Guard
tconstruct:wide_guard:0, Osgloglas Wide Guard
tconstruct:wide_guard:0, Osmiridium Wide Guard
tconstruct:wide_guard:0, Signalum Wide Guard
tconstruct:wide_guard:0, Zracohlium Wide Guard
tconstruct:wide_guard:0, Fusionite Wide Guard
tconstruct:wide_guard:0, Valasium Wide Guard
tconstruct:wide_guard:0, Void Spar Wide Guard
tconstruct:wide_guard:0, Enderal Wide Guard
tconstruct:wide_guard:0, Irradium Wide Guard
tconstruct:wide_guard:0, Solsteel Wide Guard
tconstruct:wide_guard:0, Gallium Wide Guard
tconstruct:wide_guard:0, Enderexamite Wide Guard
tconstruct:wide_guard:0, Garstone Wide Guard
tconstruct:wide_guard:0, Runesteel Wide Guard
tconstruct:wide_guard:0, Gravitonium Wide Guard
tconstruct:wide_guard:0, Trichromadentium Wide Guard
tconstruct:wide_guard:0, Bloodstone Wide Guard
tconstruct:wide_guard:0, Echostone Wide Guard
tconstruct:wide_guard:0, Igniglomerate Wide Guard
tconstruct:wide_guard:0, Atronium Wide Guard
tconstruct:wide_guard:0, Ebonite Wide Guard
tconstruct:wide_guard:0, Erythynite Wide Guard
tconstruct:wide_guard:0, Shadowglass Wide Guard
tconstruct:wide_guard:0, Etherstone Wide Guard
tconstruct:wide_guard:0, Electarite Wide Guard
tconstruct:wide_guard:0, Hallowsite Wide Guard
tconstruct:wide_guard:0, Blightsteel Wide Guard
tconstruct:wide_guard:0, Sanguiseelium Wide Guard
tconstruct:wide_guard:0, Ioximite Wide Guard
tconstruct:wide_guard:0, Nahuatl Wide Guard
tconstruct:wide_guard:0, Slimewood Wide Guard
tconstruct:wide_guard:0, Seared Stone Wide Guard
tconstruct:wide_guard:0, Ironwood Wide Guard
tconstruct:wide_guard:0, Penguinite Wide Guard
tconstruct:wide_guard:0, Ferroherb Wide Guard
tconstruct:wide_guard:0, Skyroot Wide Guard
tconstruct:wide_guard:0, Holystone Wide Guard
tconstruct:wide_guard:0, Zanite Wide Guard
tconstruct:wide_guard:0, Gravitite Wide Guard
tconstruct:wide_guard:0, Valkyrie Metal Wide Guard
tconstruct:wide_guard:0, Amberwood Wide Guard
tconstruct:wide_guard:0, Skyroot Wide Guard
tconstruct:wide_guard:0, Holystone Wide Guard
tconstruct:wide_guard:0, Zanite Wide Guard
tconstruct:wide_guard:0, Gravitite Wide Guard
tconstruct:wide_guard:0, Golden Amber Wide Guard
tconstruct:wide_guard:0, Valkyrie Wide Guard
tconstruct:wide_guard:0, Swet Wide Guard
tconstruct:wide_guard:0, Candy Cane Wide Guard
tconstruct:wide_guard:0, Cold Aercloud Wide Guard
tconstruct:wide_guard:0, Blue Aercloud Wide Guard
tconstruct:wide_guard:0, Golden Aercloud Wide Guard
tconstruct:wide_guard:0, Icestone Wide Guard
tconstruct:wide_guard:0, Blood Bronze Wide Guard
tconstruct:wide_guard:0, Mirion Wide Guard
tconstruct:wide_guard:0, Emerald Wide Guard
tconstruct:hand_guard:0, Black Quartz Hand Guard
tconstruct:hand_guard:0, Restonia Crystal Hand Guard
tconstruct:hand_guard:0, Palis Crystal Hand Guard
tconstruct:hand_guard:0, Diamatine Crystal Hand Guard
tconstruct:hand_guard:0, Void Crystal Hand Guard
tconstruct:hand_guard:0, Emeradic Crystal Hand Guard
tconstruct:hand_guard:0, Enori Crystal Hand Guard
tconstruct:hand_guard:0, Sunnarium Hand Guard
tconstruct:hand_guard:0, Sky Stone Hand Guard
tconstruct:hand_guard:0, Certus Quartz Hand Guard
tconstruct:hand_guard:0, Fluix Hand Guard
tconstruct:hand_guard:0, Fluix Steel Hand Guard
tconstruct:hand_guard:0, Aquamarine Hand Guard
